last_message_length,response_time_gap,initiator,conversation_length,reply_ratio,avg_response_time,message_tone,emoji_count,question_asked,time_of_day,seen_ignored,past_ghosting_history,user_type,reply,ghosted
21,43.84518889858151,them,4,0.78,50.46355602368598,neutral,9,1,day,1,0,dry_texter,0,1
24,42.34123683306747,me,142,0.25,69.9339690923,neutral,2,0,night,0,1,dry_texter,0,1
33,20.74434494265228,them,147,0.66,42.53575649404241,enthusiastic,3,1,night,0,1,dry_texter,1,1
5,8.828099325408985,me,27,0.72,46.95107872350007,dry,5,1,night,0,1,ghoster,1,0
11,65.28834782294204,them,11,0.99,2.4013528925810053,neutral,7,1,night,1,1,interested,0,1
46,48.11338962677911,me,135,0.44,19.20075687970176,enthusiastic,5,1,night,0,0,dry_texter,0,1
15,19.377664850817453,them,8,0.95,108.88359661445938,dry,4,0,day,0,1,interested,1,1
42,19.720072610083246,me,60,0.96,110.6811365235404,neutral,8,0,night,1,0,dry_texter,0,1
32,45.218834307302444,me,183,0.66,48.27621215216443,neutral,7,1,night,1,0,interested,0,0
40,62.68158086333909,me,22,0.42,98.11524284280758,enthusiastic,3,1,night,1,0,dry_texter,0,0
2,0.9062297102226395,them,182,0.64,77.47795434075375,dry,3,1,night,0,1,dry_texter,1,0
23,1.4363123013650556,them,70,0.25,118.95561829502282,dry,5,0,day,1,0,casual,1,1
43,19.8559432663544,me,144,0.6,25.05481606086187,enthusiastic,7,1,night,1,0,ghoster,0,1
29,13.976777949826168,them,81,0.04,57.713845471203946,enthusiastic,7,0,night,0,0,dry_texter,1,1
21,59.871621355315085,them,144,0.74,94.97726643824562,dry,1,1,night,0,1,casual,0,1
5,41.76237394922829,me,74,0.2,43.67911391704439,dry,10,1,day,1,0,interested,1,1
19,43.720797217264476,them,11,0.61,83.51558840961918,dry,8,0,day,0,1,casual,0,1
47,43.90972259275934,me,41,0.54,31.54672021814719,dry,0,1,day,1,0,interested,0,1
7,65.35030742318477,me,16,0.64,82.01676635192189,dry,2,1,day,1,0,casual,0,0
20,13.183601067367896,me,5,0.37,65.45832035633539,enthusiastic,1,0,day,0,0,casual,1,0
13,18.17510117895055,me,137,0.64,37.441926728609204,dry,4,0,day,1,1,dry_texter,0,0
41,56.101489712179074,them,172,0.63,67.25184055168046,neutral,4,1,day,1,1,ghoster,0,1
43,17.975681416952693,them,28,0.61,78.98079777349122,dry,8,1,night,0,1,ghoster,0,1
50,59.84035777964249,me,135,0.1,115.83850182626585,neutral,2,0,day,0,0,ghoster,0,1
9,3.0681002742460137,me,100,0.85,54.03281168384852,enthusiastic,5,0,day,0,1,dry_texter,1,0
11,51.83724273265877,me,184,0.98,97.22675508727865,enthusiastic,4,1,night,1,0,interested,0,1
33,46.08605741992457,them,50,0.28,12.057450459305835,neutral,6,1,day,0,1,interested,1,1
8,11.127667915262123,me,155,0.53,8.12385932097261,enthusiastic,8,1,night,1,1,casual,1,0
9,14.43523761747251,me,15,0.31,46.81373354874956,dry,2,1,day,1,1,interested,1,1
7,26.468281719107857,them,117,0.62,84.87192248840037,neutral,8,0,night,0,0,casual,0,1
7,68.1326757439755,them,50,0.27,2.8459346347435517,dry,6,1,night,0,0,dry_texter,1,1
14,71.28926133226388,them,170,0.41,87.3567225012092,dry,9,1,day,0,0,dry_texter,0,1
19,48.37242073383671,me,171,0.33,57.27344382376829,enthusiastic,8,1,night,1,0,ghoster,0,1
18,13.389443446571471,me,24,0.42,25.975148543094583,neutral,10,0,day,1,1,casual,1,1
31,13.958482004355304,me,127,0.97,66.0080282676565,neutral,10,0,night,1,1,dry_texter,0,1
5,35.82281534460711,them,159,0.75,13.746922494368732,enthusiastic,6,1,night,0,1,ghoster,1,1
8,55.32191852554893,them,151,0.08,30.687038951014628,dry,9,1,night,0,1,casual,1,1
30,55.947104262735586,me,91,0.46,119.63399022121557,dry,5,1,day,0,1,dry_texter,1,1
25,57.67559657069683,them,192,0.37,17.695705610396747,enthusiastic,10,1,night,0,1,casual,1,1
40,12.348132553639655,me,13,0.78,20.37356672738732,neutral,9,1,night,0,0,ghoster,0,0
41,31.230941865127434,me,16,0.26,87.79513935952254,neutral,9,1,night,1,0,dry_texter,0,1
2,54.18566022155406,me,45,0.97,66.42391621671516,dry,2,1,day,0,0,interested,1,0
45,64.01279085034136,me,55,0.31,48.59855936709201,enthusiastic,4,1,day,0,0,ghoster,1,1
22,30.621023187596727,them,17,0.28,80.74233385115814,enthusiastic,6,1,night,1,1,dry_texter,1,1
49,67.89967116279053,me,53,0.96,75.49429435232804,neutral,7,0,day,0,1,casual,0,1
40,37.09656687555529,them,39,0.34,70.35980706594489,dry,10,1,night,1,1,casual,0,1
24,22.739719324687318,them,47,0.5,63.63973472815226,enthusiastic,3,0,day,1,0,casual,1,0
42,35.042233833602886,me,88,0.92,47.306810086513174,dry,10,0,night,1,0,interested,0,1
32,14.21502230870207,me,182,0.05,6.7637646765590915,neutral,9,1,day,1,0,casual,1,1
40,13.97999805523036,them,127,0.32,54.35006235084517,neutral,4,1,day,1,1,dry_texter,1,1
16,41.03999960182194,them,85,0.21,27.780457862980924,enthusiastic,5,0,night,1,1,ghoster,0,0
16,48.83135687756135,them,69,0.21,51.44463152284976,neutral,8,0,day,0,0,ghoster,0,1
11,22.503215260092105,them,142,0.93,54.18661467676849,enthusiastic,4,0,night,1,1,dry_texter,1,0
3,22.506595912277835,them,39,0.42,83.89883299079217,dry,8,1,night,0,1,ghoster,1,1
6,0.17658024188450216,them,107,0.87,62.47073128963492,neutral,10,1,day,0,0,ghoster,1,0
39,70.88164265173805,me,54,0.82,100.78524880754236,enthusiastic,10,0,day,1,0,casual,0,0
6,30.57280958318902,them,163,0.35,98.26658303158867,neutral,3,0,night,1,1,ghoster,0,1
27,58.962564803389434,them,102,0.93,33.01944851596048,dry,1,1,day,1,1,interested,1,1
23,62.917909858751955,them,193,0.28,18.70097581109984,enthusiastic,0,1,day,0,1,dry_texter,1,0
27,32.681093726735114,me,71,0.11,37.051471694540346,neutral,5,0,day,1,0,dry_texter,0,1
30,63.84918871641566,me,139,0.19,23.02302796047814,neutral,10,1,day,0,1,casual,0,1
22,71.76486154290501,me,81,0.45,21.43513719778078,enthusiastic,3,0,night,1,1,dry_texter,0,1
8,13.597682058005919,me,135,0.55,56.39209278625391,neutral,9,0,night,1,0,interested,0,0
9,55.10784861864452,them,97,0.82,58.21051878749905,neutral,6,1,night,0,0,dry_texter,0,1
18,57.44054163588268,them,143,0.32,72.14350826557497,enthusiastic,9,0,night,1,1,interested,1,0
22,2.341523406500226,me,194,0.39,49.722573104617574,neutral,7,1,night,1,1,interested,1,1
41,45.72127808351495,me,169,0.48,1.7178210212737464,enthusiastic,6,0,day,0,0,casual,0,1
19,38.26961521112368,them,68,0.57,82.11862710403672,enthusiastic,1,1,night,0,1,ghoster,1,1
4,63.35966018006012,me,107,0.92,107.50954543688326,enthusiastic,3,0,day,1,1,casual,0,1
7,15.100399853035972,them,123,0.64,12.280254002224005,neutral,1,1,night,1,0,ghoster,1,0
34,20.249390795783697,them,23,0.43,103.7636062802544,neutral,8,1,day,0,0,interested,1,0
35,4.869148576139651,them,133,0.11,100.89909513948963,dry,10,1,night,0,1,ghoster,1,1
34,2.3778825171468734,me,56,0.21,88.65004950918701,enthusiastic,6,0,day,0,1,interested,1,0
14,48.253076652324786,them,171,0.12,106.76475611687984,enthusiastic,0,1,day,1,1,casual,1,1
31,13.84050058017013,them,75,0.15,101.3810346692249,neutral,8,1,day,1,1,ghoster,0,1
47,26.378444811654262,me,150,0.53,36.12352834951373,dry,8,1,night,0,1,interested,1,0
28,36.15589608915046,me,82,0.14,103.70605176738988,dry,5,1,day,0,1,casual,1,1
12,25.621288479818087,them,100,0.94,77.2722973117481,neutral,10,1,day,1,0,dry_texter,0,1
19,1.8042090772330583,me,47,0.41,116.42592221505275,enthusiastic,7,0,night,0,0,interested,1,0
40,0.9246689590225543,them,4,0.46,63.59524500517294,neutral,8,0,night,1,1,interested,1,1
27,18.00971261425727,them,168,0.55,80.93671532531445,neutral,10,0,night,1,1,dry_texter,1,1
43,62.5788285470492,me,126,0.24,6.366246874170824,dry,5,0,night,1,0,interested,0,1
38,1.8479795768186742,me,149,0.03,14.585901458985688,dry,2,0,day,0,0,casual,0,1
8,6.281110645420735,me,77,0.51,23.429471180828845,neutral,3,1,night,1,0,dry_texter,0,0
12,5.742762240741109,me,106,0.61,64.76470657791725,neutral,0,0,night,1,0,dry_texter,0,1
20,27.88562703199732,them,57,0.77,25.247221167946496,neutral,9,0,night,1,1,interested,0,1
1,57.510267634831486,them,95,0.7,71.12038519025033,enthusiastic,8,0,day,0,1,ghoster,1,1
36,0.5566797431328103,them,146,0.36,14.510688376603964,dry,5,1,night,1,0,ghoster,0,1
25,33.28659087732815,them,186,0.22,86.99683860504464,neutral,2,0,day,1,1,ghoster,0,1
17,18.557609088649087,me,131,0.05,53.96633619300128,neutral,4,0,day,1,1,interested,0,1
46,57.39441958199784,them,172,0.82,34.514550355532165,enthusiastic,1,1,day,1,1,dry_texter,1,1
23,56.1542473766516,them,184,0.09,72.74424926914092,neutral,4,1,day,1,1,ghoster,0,1
7,54.54501355179839,me,136,0.26,104.69811692473337,enthusiastic,3,0,day,0,0,interested,1,0
2,68.48845818539934,them,107,0.87,42.34908326332744,dry,5,1,night,0,0,dry_texter,0,0
5,3.4063096525188854,them,72,0.39,52.077343157386046,neutral,6,0,night,1,0,ghoster,0,1
48,62.99295694792839,me,167,0.86,94.44586414883699,enthusiastic,5,0,day,1,0,ghoster,0,1
20,34.574464184628084,them,8,0.11,8.26551671745501,neutral,8,0,day,0,0,interested,1,1
48,45.077192713720244,them,187,0.9,72.65524820899479,dry,6,0,day,1,1,ghoster,0,1
15,46.03957551297286,them,184,0.92,13.290750483471722,dry,2,1,day,0,1,dry_texter,0,1
26,39.52677754234935,them,17,0.47,60.35044980254523,dry,2,1,day,0,0,interested,0,0
39,37.2050808820688,me,135,0.21,88.2501125333319,neutral,5,0,day,0,1,ghoster,0,1
50,8.851082449423304,me,127,0.64,93.87457038860609,neutral,1,0,night,1,1,dry_texter,0,1
10,68.22062444388283,me,75,0.11,92.19872835748313,dry,1,0,night,0,0,interested,1,1
18,45.16704810877894,them,76,0.13,80.65363227491696,dry,4,1,day,1,0,interested,1,1
13,21.395395643040533,me,14,0.38,51.27659859615472,dry,4,1,day,0,1,casual,1,1
24,0.8428751613963126,them,138,0.06,118.03581559229812,enthusiastic,4,1,day,0,1,casual,1,0
38,37.83701214382165,them,109,0.5,72.959866915841,neutral,4,1,night,1,1,dry_texter,0,1
24,34.7289991634982,me,42,0.12,19.50408975434158,dry,10,1,day,0,0,casual,0,1
43,51.49526617552025,me,153,0.23,23.224718832648854,enthusiastic,0,0,day,0,1,interested,0,1
42,52.06108738625855,me,58,0.12,39.86754102774629,dry,7,0,day,0,0,dry_texter,0,0
44,63.99413099523953,them,57,0.08,63.843193470025234,neutral,9,1,day,0,0,dry_texter,0,1
17,52.76144239741149,them,189,0.01,56.47550355012154,neutral,2,0,night,1,0,interested,1,1
32,26.474922141346298,me,98,0.94,73.03056427806726,dry,8,1,night,0,0,ghoster,0,1
44,69.47214469180793,me,144,0.85,91.36694446171923,enthusiastic,5,0,night,0,0,interested,0,1
27,54.65210876140148,them,35,0.62,33.43893187702635,dry,2,0,night,1,1,casual,0,1
40,35.691545825219606,them,133,0.99,87.80626405363384,neutral,10,1,night,1,0,ghoster,0,1
18,50.422706273417944,them,109,0.9,72.63616022555928,dry,7,1,day,1,1,casual,0,1
47,61.38984031728146,them,111,0.58,13.779999260591755,dry,0,0,day,1,0,dry_texter,0,1
2,25.599291769271126,them,30,0.39,106.717510068282,dry,5,0,day,1,0,casual,0,1
2,1.3596903704096217,me,146,0.75,17.235948924382495,enthusiastic,2,0,day,0,0,ghoster,1,1
34,4.955845497337766,them,41,0.87,68.12607891430274,dry,2,1,day,0,0,ghoster,1,1
3,26.440203771051323,them,66,0.32,116.78571495540604,neutral,9,0,night,1,0,casual,0,1
30,42.877083781462616,me,156,0.7,87.96430216064218,neutral,10,1,day,0,1,interested,0,0
25,64.2568232592202,me,23,0.57,24.333695812913167,neutral,5,0,day,0,1,dry_texter,1,1
16,41.4189203593436,me,53,0.88,17.02554002150777,neutral,10,1,night,0,0,interested,1,1
16,30.81569282547179,them,57,0.46,61.51107094301229,dry,10,1,day,0,0,ghoster,0,0
5,36.33980950878022,them,51,0.35,72.3704631536844,dry,2,1,night,0,1,casual,1,1
41,5.262853119916571,me,159,0.58,86.4740358336099,enthusiastic,2,0,night,0,1,interested,1,1
21,20.463623493261377,me,40,0.77,94.91137818799115,enthusiastic,0,1,night,0,0,dry_texter,0,0
14,48.085645528851344,me,174,0.06,23.1965057828561,enthusiastic,3,1,day,0,1,casual,0,1
1,8.433835534681869,me,109,0.09,118.27291839675462,enthusiastic,5,0,night,1,1,dry_texter,1,1
27,5.192269606245682,me,123,0.96,91.71583295429461,enthusiastic,4,1,day,1,0,casual,1,0
26,6.810660450723904,them,70,0.43,102.32053784182736,dry,8,0,day,1,1,dry_texter,1,0
49,68.51947004714852,them,125,0.75,49.32457934381182,enthusiastic,1,1,night,1,0,casual,1,1
18,54.81763569315854,me,140,0.54,35.647499926490795,neutral,10,0,day,0,1,dry_texter,0,1
45,11.602710145262343,me,144,0.27,14.380858116458338,enthusiastic,5,1,day,0,0,interested,1,0
20,32.43488726312079,me,148,0.02,90.67866070481033,neutral,7,0,day,1,0,dry_texter,0,1
16,47.98362975119529,me,167,0.09,23.28650472972266,neutral,3,1,day,0,1,ghoster,0,1
4,62.40249060567895,them,94,0.17,111.91146281828775,dry,5,1,night,1,1,dry_texter,0,1
8,29.597077252386132,me,185,0.63,96.70190319465776,enthusiastic,1,0,day,0,1,dry_texter,0,1
34,34.56519240142433,them,104,0.95,41.59318533475705,dry,2,1,night,0,0,dry_texter,0,0
43,24.85402127046006,me,38,0.07,75.00910698031326,neutral,5,1,night,1,1,interested,1,1
11,30.415203902716964,them,22,0.35,76.1456910746174,enthusiastic,6,1,night,0,1,interested,1,0
17,50.42288483558177,them,32,0.33,42.62095835203975,enthusiastic,1,0,night,0,0,ghoster,0,0
38,53.38236754567318,me,15,0.96,3.033784483788197,neutral,8,0,day,0,1,ghoster,0,0
19,66.99029360532346,them,175,0.64,106.9034412849807,enthusiastic,1,1,day,1,0,dry_texter,0,1
10,36.261397204162,them,53,0.82,75.04156247970238,enthusiastic,10,0,day,1,1,dry_texter,0,1
1,35.50051410722216,them,166,0.52,84.8691542193805,dry,3,0,day,1,1,casual,1,1
34,1.9578818302126342,me,97,0.81,17.786182309305733,enthusiastic,6,1,day,1,1,ghoster,1,1
37,9.22944112128624,them,167,0.33,109.83605964962368,dry,3,1,day,1,0,interested,0,1
18,17.318474009207215,me,13,0.03,28.482899994718455,neutral,3,0,day,0,1,interested,1,1
15,5.097029330204955,them,153,0.9,119.84241259394082,neutral,1,0,day,0,0,interested,1,0
36,47.54332006736054,me,131,0.95,89.36115127584625,neutral,0,0,day,1,1,ghoster,1,1
34,12.936112900378443,me,23,0.31,82.09760876619063,enthusiastic,2,0,night,0,0,interested,1,0
44,59.19988811780466,them,90,0.62,27.67510656107973,neutral,7,1,night,1,1,interested,0,1
15,9.244799364207395,me,125,0.63,88.9489608297657,dry,2,1,night,0,1,interested,1,0
15,59.223280071800964,them,136,0.26,67.6133895587898,enthusiastic,8,1,day,1,0,casual,0,0
28,37.8117692169787,them,113,0.87,42.81155831511885,enthusiastic,6,1,night,1,1,interested,1,1
30,55.511518597759284,them,191,0.57,114.3368811111439,dry,7,0,night,0,1,interested,0,0
7,1.8835851635178429,them,120,0.33,50.8264115142862,enthusiastic,6,1,night,1,1,casual,0,1
12,53.69036105642923,me,149,0.45,48.65880643831682,neutral,5,0,night,0,0,ghoster,0,1
18,28.56160094605712,them,170,0.85,46.42479193304043,enthusiastic,0,1,day,0,1,ghoster,1,1
33,31.932953491694576,them,186,0.39,109.77863944229313,neutral,10,1,day,0,1,interested,0,0
31,59.512183508936225,them,123,0.21,4.425587064466552,dry,7,0,day,1,1,dry_texter,0,0
17,58.33509219254064,them,186,0.59,43.86143224403871,dry,4,1,day,0,1,dry_texter,0,1
16,4.855966966675762,me,29,0.89,90.08293147300485,neutral,2,1,night,0,0,dry_texter,1,0
16,44.61284517837057,them,167,0.88,63.728187570950375,dry,6,0,night,0,1,dry_texter,0,1
2,53.14489620667729,me,189,0.81,61.12573746918833,enthusiastic,9,0,night,0,1,dry_texter,0,1
5,39.08995369244809,them,83,0.77,82.93335055594697,dry,0,1,day,1,0,ghoster,0,1
38,42.69085663513419,them,190,0.26,20.603048719888154,dry,6,1,day,0,1,ghoster,1,1
40,49.01402539355314,them,165,0.99,8.401504377369164,enthusiastic,8,1,day,0,0,ghoster,1,1
47,60.403875169830116,me,66,0.66,42.704809408895194,enthusiastic,4,1,day,0,1,interested,0,1
33,42.15505365876703,them,92,0.71,97.52142607047622,dry,7,0,night,1,0,interested,0,0
30,11.881664564529231,me,121,0.25,76.39318182308183,enthusiastic,6,0,day,1,1,interested,1,1
25,45.23646311906954,me,114,0.67,105.57894857969725,neutral,4,1,day,1,0,ghoster,0,1
50,0.17178849044783107,them,116,0.54,81.1231758994088,dry,1,0,day,0,0,dry_texter,0,1
6,4.269352400299715,me,150,0.81,26.116440834705738,enthusiastic,0,0,night,1,0,dry_texter,0,0
21,42.534397266108385,me,146,0.49,25.415440438489107,enthusiastic,9,1,night,1,1,interested,0,1
7,41.56198598829093,me,63,0.34,92.71875068488666,enthusiastic,0,1,day,0,1,interested,1,0
49,48.0409900151849,me,200,0.98,62.72300540072023,dry,7,1,night,0,0,dry_texter,1,0
32,47.23100446551021,me,31,0.63,46.55412331641839,neutral,2,1,night,1,1,ghoster,0,1
50,5.210685626076504,them,174,0.25,85.7092165487749,dry,0,1,day,1,1,ghoster,0,1
48,51.30815133226219,me,191,0.88,12.71954239552087,neutral,10,0,night,1,0,dry_texter,0,1
13,44.38917499928497,them,157,0.27,43.11446055272173,dry,5,0,day,1,0,casual,0,1
45,5.2893198886917645,them,86,0.91,32.47366498702482,dry,3,0,day,0,1,interested,0,0
10,61.33970643309179,them,109,0.37,16.85192099638548,neutral,8,1,day,0,1,dry_texter,0,1
13,28.885105538752583,them,66,0.73,52.09731898298969,dry,2,1,night,1,1,dry_texter,0,1
48,36.45321155550837,me,64,0.12,31.974303433813727,enthusiastic,2,0,night,0,1,interested,1,1
15,6.682024939886526,me,146,0.06,40.750206052670016,neutral,8,1,day,0,0,dry_texter,1,1
43,33.665331591113286,me,39,0.27,67.50900290354743,enthusiastic,10,0,day,0,1,dry_texter,0,1
23,35.66481610897867,me,151,0.62,91.73134938364322,dry,6,0,night,0,1,interested,0,0
36,66.95343785999559,me,178,0.75,115.07165608053414,enthusiastic,0,1,day,0,1,casual,1,1
13,49.18225468849684,them,62,0.32,110.52299730101683,neutral,9,1,day,1,1,interested,1,1
36,17.68262233105454,them,20,0.39,46.091124262936376,neutral,6,1,night,1,1,ghoster,0,1
47,17.655458056570126,me,91,0.95,18.113469167235188,enthusiastic,9,0,night,0,1,ghoster,0,1
49,25.899308100243882,them,127,0.08,79.86227972531948,enthusiastic,5,0,night,0,0,interested,1,1
47,53.72578325567316,them,114,0.57,117.97076976916154,enthusiastic,0,1,day,1,0,ghoster,0,1
23,49.46270061284196,me,6,0.75,105.44601601516413,enthusiastic,0,1,night,1,0,dry_texter,1,1
21,5.9825974086144065,them,51,0.35,60.144549224504885,dry,8,1,day,0,1,interested,1,1
39,39.357970008870794,me,19,0.39,15.534529331290118,enthusiastic,9,1,day,1,0,ghoster,0,1
48,2.45755444945652,me,15,0.06,4.553439407868108,neutral,3,1,day,1,0,casual,1,1
11,28.156669853983157,them,71,0.22,97.94463807392114,dry,7,1,night,1,1,casual,0,0
47,32.25450711575788,me,174,0.13,110.49631172386086,dry,3,0,night,1,0,ghoster,0,1
37,43.52898790769576,me,165,0.04,109.27020076165445,dry,10,1,night,0,1,dry_texter,0,1
34,69.58559245420199,me,72,0.06,108.99167679326904,neutral,3,0,day,1,1,ghoster,0,1
2,19.272012393132652,them,191,0.92,71.19141148993579,enthusiastic,7,1,day,1,1,dry_texter,1,1
9,14.98059863358587,me,50,0.03,63.01916707565661,enthusiastic,3,1,day,1,1,ghoster,1,1
29,65.28757059988425,me,63,0.24,17.141463699927,neutral,8,0,day,0,1,interested,1,1
47,33.423411496573564,them,50,0.76,113.38819479583246,dry,4,1,day,1,1,casual,0,1
43,36.114106899937724,me,140,0.84,2.732705812272233,dry,5,0,night,1,1,ghoster,0,0
37,15.151670530463818,me,120,0.31,92.59587597497901,dry,0,1,day,0,1,dry_texter,0,1
7,16.517979549740396,me,134,0.19,79.70320558251947,neutral,4,0,night,0,1,interested,1,1
22,38.72399328077786,them,105,0.59,15.87378049588562,dry,6,1,night,1,0,ghoster,0,1
49,43.817357118073154,them,24,0.44,45.704947899229616,neutral,9,1,day,1,1,interested,0,1
12,45.563586111444906,them,112,0.25,51.65711182402888,neutral,1,1,night,0,0,casual,0,1
21,56.65093813884441,them,1,0.33,91.2137098272239,enthusiastic,7,1,night,1,0,dry_texter,1,1
48,48.92028272004355,me,92,0.44,58.934944183047904,enthusiastic,3,1,day,0,0,casual,0,0
19,25.42509017522284,me,155,0.43,75.80989095979001,enthusiastic,2,0,day,0,0,casual,1,0
6,9.788301517071037,them,142,0.77,23.92674959137899,neutral,8,0,night,1,0,dry_texter,0,1
1,14.07747602349713,them,187,0.17,68.6688795831638,dry,9,1,night,0,0,ghoster,0,1
11,41.92159261535469,them,167,0.42,75.02343315303276,dry,1,0,day,0,0,ghoster,0,1
49,11.08242140596742,them,131,0.95,67.36695084744987,dry,6,1,night,0,1,ghoster,0,1
6,69.25478012251503,them,78,0.99,43.96276292550417,enthusiastic,7,0,day,1,1,interested,1,1
7,3.6001138252636498,them,158,0.45,49.7409079221423,neutral,4,0,day,1,1,ghoster,0,1
20,36.629386136373526,them,68,0.15,86.16851796778745,enthusiastic,9,1,day,1,1,casual,0,1
43,47.16831857427334,me,23,0.14,23.313802113213676,neutral,2,0,day,1,1,ghoster,0,1
15,22.69789814461859,me,60,0.35,57.76903787775038,dry,3,1,day,0,1,ghoster,1,0
7,42.790663095183476,them,104,0.24,102.83851817163328,enthusiastic,3,1,night,1,1,casual,1,1
38,19.49932983436022,them,198,0.8,118.22068948110055,enthusiastic,7,1,day,1,1,interested,1,1
46,13.614499087934016,me,112,0.62,112.9310817689299,dry,5,1,night,1,0,ghoster,0,1
8,10.640982003757143,me,144,0.61,3.2928069110515215,enthusiastic,2,1,day,0,0,interested,1,0
4,40.35350454708623,them,42,0.6,89.87571702530953,neutral,10,1,day,0,0,interested,1,0
23,26.914058452625056,me,139,0.2,78.8988473692182,enthusiastic,5,1,night,0,1,ghoster,0,1
16,44.234622590508266,them,200,0.14,119.45594560601248,enthusiastic,4,1,night,0,1,casual,1,1
36,26.563293853425783,them,117,0.73,62.55841262918093,neutral,9,1,day,0,0,dry_texter,0,0
37,34.88812773846043,me,76,0.88,97.42280065886123,enthusiastic,1,0,day,0,0,interested,1,0
42,68.79753468508936,me,146,0.27,110.84962065923968,dry,1,0,day,0,1,interested,0,1
32,17.824941602874798,them,64,0.82,69.11172924301314,enthusiastic,8,1,day,1,0,ghoster,1,1
45,12.947071825092497,me,51,0.16,44.39662643239905,neutral,4,0,day,0,1,casual,0,1
7,49.201272895965374,me,197,0.88,49.47565303673812,neutral,5,0,day,0,1,ghoster,0,1
15,50.98414579362747,them,58,0.66,63.09962989716512,neutral,7,1,day,0,1,interested,1,0
29,36.40219131137907,them,176,0.97,7.214578166220424,neutral,7,1,night,0,0,interested,1,1
41,40.191984734556335,them,106,0.58,66.13106936032332,enthusiastic,4,1,day,0,1,ghoster,1,1
34,4.840264896356255,me,124,0.22,10.05613033748773,dry,5,0,day,1,1,casual,1,1
15,58.48446854835247,me,158,0.68,76.75047568542199,dry,6,1,night,1,1,dry_texter,1,0
22,1.3169911536101502,them,49,0.03,45.42069045875409,enthusiastic,9,1,night,0,1,casual,1,0
37,53.407185725102714,them,18,0.32,80.87095055867911,dry,0,1,night,1,1,dry_texter,0,1
39,34.96603625387868,them,108,0.95,74.0627333188124,dry,4,1,night,0,1,ghoster,0,1
36,46.77120153656073,them,52,0.11,109.08324272246759,dry,4,0,day,0,0,casual,1,1
25,24.43934174001551,them,80,0.86,103.74431413615444,enthusiastic,0,0,night,1,0,ghoster,0,1
12,17.67051027810049,me,33,0.11,54.6162300770223,neutral,4,0,night,0,1,interested,1,0
30,35.166368337233344,me,104,0.93,25.89400971322945,neutral,3,1,night,1,0,dry_texter,0,1
32,37.61350210477587,me,124,0.46,5.173780299331417,neutral,6,0,day,0,0,ghoster,0,1
19,56.06375070822782,me,192,0.71,39.20305459966338,neutral,4,0,day,1,0,ghoster,0,1
10,69.01635826200794,them,141,0.53,119.52780683448269,dry,7,0,night,1,0,casual,0,1
25,3.253683451050354,me,163,0.08,84.89514206771604,neutral,10,0,night,1,1,interested,1,1
20,36.07027916240525,them,44,0.95,22.6488715814283,neutral,0,1,day,0,1,dry_texter,0,1
11,37.48186673845102,me,67,0.43,6.966704085280499,dry,6,1,night,1,1,ghoster,0,1
12,30.30450032222184,them,148,0.55,23.188288549619188,enthusiastic,1,0,night,1,0,dry_texter,1,1
4,12.118864815391863,them,32,0.88,108.75806924313859,dry,5,0,night,0,0,casual,0,1
1,69.70363195074667,them,127,0.42,48.55955133981357,enthusiastic,10,1,night,0,1,interested,1,0
3,67.29246392700782,me,147,0.63,20.586134960099486,dry,6,0,day,1,1,dry_texter,0,1
46,24.948962710239858,them,27,0.85,78.667053383851,neutral,5,1,night,1,0,ghoster,0,1
18,11.741142923137033,me,200,0.01,75.56720905945345,dry,6,0,day,0,0,dry_texter,0,1
29,39.78016621850884,me,23,0.64,84.91438617536988,enthusiastic,0,1,night,1,0,ghoster,0,1
43,67.24103693055895,me,178,0.79,106.74062564916031,enthusiastic,9,0,night,0,1,interested,1,1
24,3.395800377329376,them,98,0.7,43.91708633188331,enthusiastic,8,1,night,1,0,casual,1,1
40,27.105630569400983,me,119,0.12,38.86546909351239,neutral,9,1,night,1,0,dry_texter,0,1
43,7.3094523642178375,me,150,0.3,110.91549715575707,enthusiastic,4,0,night,1,1,ghoster,0,1
24,13.204240320310216,them,51,0.22,7.734141219818618,enthusiastic,0,1,day,1,1,casual,0,1
41,28.787781139316913,them,125,0.7,9.0066111914093,neutral,7,0,night,1,0,ghoster,0,1
2,34.240565437823655,me,2,0.43,30.706988929356566,dry,6,0,day,0,0,casual,1,0
11,1.1946411451290242,them,144,0.21,46.57825273237772,neutral,6,0,day,1,0,ghoster,0,1
9,47.87682541226101,me,180,0.7,52.42083141095294,neutral,7,0,day,1,1,interested,1,0
40,53.79316516464434,me,145,0.7,40.503977640258285,neutral,5,1,day,1,1,ghoster,0,1
45,31.316249557927133,me,149,0.33,113.1117136937331,neutral,3,1,day,1,0,dry_texter,0,1
26,28.030997732676152,me,1,0.23,102.95290771441645,enthusiastic,0,0,night,1,1,ghoster,0,1
10,19.170640733455166,me,16,0.38,117.58041709890387,dry,9,0,night,1,1,casual,1,1
12,42.66819223320925,me,139,0.04,2.634867249804665,neutral,1,0,night,0,0,dry_texter,0,1
45,40.245818509414036,them,131,0.97,5.622371630293113,dry,3,0,night,1,1,ghoster,0,1
2,44.98838651429901,them,168,0.29,91.53802675333293,neutral,10,1,day,0,0,dry_texter,0,1
39,54.95626609272401,them,101,0.18,36.97468089283202,enthusiastic,10,0,day,0,0,interested,0,1
32,2.0911929940736798,me,135,0.68,109.80018235648213,enthusiastic,7,1,day,0,1,interested,1,0
